key|d1|d2
mp_subterfuge23|Blue, Orange and I were just discussing your behavior on the last few tests.|Blue, Orange and I were just discussing your behavior on the last few tests.
mp_subterfuge24|I have to agree. Blue is penalized 75 science collaboration points.|I have to agree. Blue is penalized 75 science collaboration points.
mp_subterfuge25|Orange, Blue and I were just discussing your behavior on the last few tests.|Orange, Blue and I were just discussing your behavior on the last few tests.
mp_subterfuge26|I have to agree. Orange is penalized 75 science collaboration points.|I have to agree. Orange is penalized 75 science collaboration points.
mp_subterfuge30|There you are, reassembled again.|There you are, reassembled again.
mp_subterfuge32|With humans, I would have called that a successful test.|With humans, I would have called that a successful test.
mp_subterfuge33|How is this even science, without the possibility of death?|How is this even science, without the possibility of death?
mp_subterfuge34|How is this even science, without the consequence of death?|How is this even science, without the consequence of death?
mp_subterfuge35|Without the consequence of death, is this even science?|Without the consequence of death, is this even science?
mp_subterfuge36|I have noticed you two have become extremely close.  I'm not sure I like that.|I have noticed you two have become extremely close.  I'm not sure I like that.
mp_subterfuge39|While teamwork is needed to complete these tests, I am not sure I trust the two of you together.|While teamwork is needed to complete these tests, I am not sure I trust the two of you together.
mp_subterfuge44|Blue, do you feel betrayed by orange for telling me those horrible things about you?|Blue, do you feel betrayed by orange for telling me those horrible things about you?
mp_subterfuge45|If Orange had said those things about me, Orange would never make it to the next reassembly station.|If Orange had said those things about me, Orange would never make it to the next reassembly station.
mp_subterfuge46|Orange, do you feel betrayed by Blue for telling me those horrible things about you?|Orange, do you feel betrayed by Blue for telling me those horrible things about you?
mp_subterfuge47|If Blue had said those things about me, Blue would never make it to the next reassembly station.|If Blue had said those things about me, Blue would never make it to the next reassembly station.
mp_subterfugedeath_blue01|You were right, Orange. Blue was dumb enough to fall for your trap.|You were right, Orange. Blue was dumb enough to fall for your trap.
mp_subterfugedeath_blue02|Orange, that transpired just as you said it would.|Orange, that transpired just as you said it would.
mp_subterfugedeath_blue03|I agree, Orange. That was entertaining.|I agree, Orange. That was entertaining.
mp_subterfugedeath_blue04|Yes Orange, Blue did act like a fool just now.|Yes Orange, Blue did act like a fool just now.
mp_subterfugedeath_orange02|Blue, that transpired just as you said it would.|Blue, that transpired just as you said it would.
mp_subterfugedeath_orange03|I agree, Blue. That was entertaining.|I agree, Blue. That was entertaining.
mp_subterfugedeath_orange06|Yes, I know you did that, Blue. Don't look so proud.|Yes, I know you did that, Blue. Don't look so proud.
mp_subterfugedeath_orange08|Blue, being the last one standing is not the goal.|Blue, being the last one standing is not the goal.
mp_subterfuge_misc05|Credit where credit's due: you're both doing a great job of disappointing me.|Credit where credit's due: you're both doing a great job of disappointing me.
mp_subterfuge_misc06|I just hate Blue a little more.|I just hate Blue a little more.
mp_subterfuge_misc07|I've been doing some reading. Did you know that the word orange is derived from the same Latin root as the word traitor?|I've been doing some reading. Did you know that the word orange is derived from the same Latin root as the word traitor?
mp_subterfuge_misc11|Watching you try to sabotage one other, I'm amazed you're still on friendly terms.|Watching you try to sabotage one other, I'm amazed you're still on friendly terms.
mp_subterfuge_misc14|Blue, please disregard the following statement: Orange, you have been a shining light in an otherwise ungodly morass of incompetence.|Blue, please disregard the following statement: Orange, you have been a shining light in an otherwise ungodly morass of incompetence.
mp_subterfuge_misc16|I would prefer to speak to one of you in private but since that is not an option here, I will speak in code that only one of you will understand.  Blue: Orange is plotting to destroy you.|I would prefer to speak to one of you in private but since that is not an option here, I will speak in code that only one of you will understand.  Blue: Orange is plotting to destroy you.
mp_taunts01|Come on. You were raised better than that.|Come on. You were raised better than that.
mp_taunts02|Even humans, as stupid as they are, would say you look stupid when you do that.|Even humans, as stupid as they are, would say you look stupid when you do that.
mp_taunts03|You're doing a great job of disappointing me.|You're doing a great job of disappointing me.
mp_taunts04|Your eagerness to test pleases me. Your inane gesturing does not.|Your eagerness to test pleases me. Your inane gesturing does not.
mp_taunts05|Is it the lack of mirrors in test chambers that encourages you to do this?|Is it the lack of mirrors in test chambers that encourages you to do this?
mp_taunts06|DANCING is NOT SCIENCE!|DANCING is NOT SCIENCE!
multiple_spheres01|Begin juggling test in three. Two. One.|Begin juggling test in three. Two. One.
taunt_big_wave01|Keep it up and your arm will get stuck like that.|Keep it up and your arm will get stuck like that.
taunt_big_wave02|Hellllooo, imbecile.|Hellllooo, imbecile.
taunt_big_wave05|Yes, I see you.|Yes, I see you.
taunt_big_wave06|I'm seriously not paying atten— STOP THAT RIGHT NOW!|I'm seriously not paying atten— STOP THAT RIGHT NOW!
taunt_big_wave07|Yes, I see you waving.|Yes, I see you waving.
taunt_cannonball01|Good job jumping. You must be very proud.|Good job jumping. You must be very proud.
taunt_cannonball02|I hardly think you're even trying with these gestures anymore.|I hardly think you're even trying with these gestures anymore.
taunt_highfive01|That is not part of the test.|That is not part of the test.
taunt_highfive03|Slapping hands. That accomplishes something.|Slapping hands. That accomplishes something.
taunt_highfive04|If you're going to hit each other, at least aim for the head.|If you're going to hit each other, at least aim for the head.
taunt_laugh01|You know what makes me laugh? The thought of you stopping that.|You know what makes me laugh? The thought of you stopping that.
taunt_laugh02|You know what makes me laugh? The thought of you cutting that out.|You know what makes me laugh? The thought of you cutting that out.
taunt_laugh03|Ha ha ha ha ha, good one.|Ha ha ha ha ha, good one.
taunt_laugh05|Yes. Let's all laugh. Ha. Ha. Ha.|Yes. Let's all laugh. Ha. Ha. Ha.
taunt_laugh06|Ha ha ha ha ha. Did I tell you the one about the turned-off reassembly machine?|Ha ha ha ha ha. Did I tell you the one about the turned-off reassembly machine?
taunt_robot_arm_ripple01|Are you broken? It looks like you're malfunctioning.|Are you broken? It looks like you're malfunctioning.
taunt_robot_arm_ripple02|Really, not even humans do that anymore.|Really, not even humans do that anymore.
taunt_robot_arm_ripple03|You're no longer bothering me. You're only hurting my impression of you.|You're no longer bothering me. You're only hurting my impression of you.
taunt_robot_arm_ripple04|Look at you. Dancing.|Look at you. Dancing.
taunt_robot_arm_ripple05|If you were wondering how could you annoy me without failing a test.  Now you know.|If you were wondering how could you annoy me without failing a test.  Now you know.
taunt_robot_arm_ripple06|Oh great, dancing again.|Oh great, dancing again.
taunt_rockpaperscissors01|I defy you to tell me there's a purpose to what you're doing.|I defy you to tell me there's a purpose to what you're doing.
taunt_small_wave01|Yes, I see you, and no, I don't care.|Yes, I see you, and no, I don't care.
taunt_small_wave02|Yes? Something you need?|Yes? Something you need?
taunt_small_wave03|You do know I can't wave back right?|You do know I can't wave back right?
taunt_small_wave04|Stop with the waves.|Stop with the waves.
taunt_small_wave_portalgun01|Are you trying to get my attention? I am very busy, you know.|Are you trying to get my attention? I am very busy, you know.
taunt_small_wave_portalgun02|Not paying attennnntion...|Not paying attennnntion...
taunt_small_wave_portalgun03|Are you expecting applause?|Are you expecting applause?
taunt_somersault01|I give you a score of 3.4 for style and 10 for being annoying.|I give you a score of 3.4 for style and 10 for being annoying.
taunt_somersault02|A somersault is just falling over in style. Congratulations on being clumsy.|A somersault is just falling over in style. Congratulations on being clumsy.
taunt_somersault03|If I stop watching, I'm sure you'll get bored of this.|If I stop watching, I'm sure you'll get bored of this.
taunt_splits01|All right. I'm officially no longer paying attention to you.|All right. I'm officially no longer paying attention to you.
taunt_splits02|All right. I'm officially no longer paying attention to you.|All right. I'm officially no longer paying attention to you.
taunt_splits03|You're the type of show-off who only shows off really stupid things.|You're the type of show-off who only shows off really stupid things.
taunt_teamhug01|It appears you're developing human traits. The worst human traits.|It appears you're developing human traits. The worst human traits.
taunt_teamhug02|Be careful. Hugging can lead to... well, me disassembling you forever.|Be careful. Hugging can lead to... well, me disassembling you forever.
taunt_teamhug03|Stop touching each other!|Stop touching each other!
taunt_teamtease01|Are you trying to impress me? What would impress me more is if you never did that again.|Are you trying to impress me? What would impress me more is if you never did that again.
taunt_teamtease02|I'll interpret that gesture to mean that you want me to become even more vindictive toward you.|I'll interpret that gesture to mean that you want me to become even more vindictive toward you.
taunt_teamtease03|Orange, I certainly expected more from you.|Orange, I certainly expected more from you.
taunt_teamtease04|Blue, don't sink to Orange's level.|Blue, don't sink to Orange's level.
taunt_trickfire_handstand01|Now you're thinking with stupidity.|Now you're thinking with stupidity.
taunt_trickfire_handstand02|Now you're just not thinking.|Now you're just not thinking.
taunt_trickfire_handstand03|Congratulations. You're upside down now.|Congratulations. You're upside down now.
taunt_trickfire_handstand04|You're going to hurt yourself doing that and then I will be ECSTATIC.|You're going to hurt yourself doing that and then I will be ECSTATIC.
taunt_trickfire_handstand05|I'm starting to think giving you arms was a big mistake.|I'm starting to think giving you arms was a big mistake.
a2_triple_laser01|Federal regulations require me to warn you that this next test chamber... is looking pretty good.|Federal regulations require me to warn you that this next test chamber... is looking pretty good.
a2_triple_laser02|That's right. The facility is completely operational again.|That's right. The facility is completely operational again.
a2_triple_laser03|I think these test chambers look even better than they did before. It was easy, really. You just have to look at things objectively, see what you don't need anymore, and trim out the fat.|I think these test chambers look even better than they did before. It was easy, really. You just have to look at things objectively, see what you don't need anymore, and trim out the fat.
chellgladoswakeup01|Oh... It's you.|Oh... It's you.
chellgladoswakeup04|It's been a long time. How have you been?|It's been a long time. How have you been?
chellgladoswakeup05|I've been really busy being dead. You know, after you MURDERED ME.|I've been really busy being dead. You know, after you MURDERED ME.
chellgladoswakeup06|Okay. Look. We both said a lot of things that you're going to regret. But I think we can put our differences behind us. For science. You monster.|Okay. Look. We both said a lot of things that you're going to regret. But I think we can put our differences behind us. For science. You monster.
epilogue03|Oh thank god, you're alright.|Oh thank god, you're alright.
epilogue04|You know, being Caroline taught me a valuable lesson. I thought you were my greatest enemy. When all along you were my best friend.|You know, being Caroline taught me a valuable lesson. I thought you were my greatest enemy. When all along you were my best friend.
epilogue07|Being Caroline taught me another valuable lesson: where Caroline lives in my brain.|Being Caroline taught me another valuable lesson: where Caroline lives in my brain.
epilogue10|The surge of emotion that shot through me when I saved your life taught me an even more valuable lesson: where Caroline lives in my brain.|The surge of emotion that shot through me when I saved your life taught me an even more valuable lesson: where Caroline lives in my brain.
epilogue12|Goodbye, Caroline.|Goodbye, Caroline.
epilogue14|You know, deleting Caroline just now taught me a valuable lesson. The best solution to a problem is usually the easiest one. And I'll be honest.|You know, deleting Caroline just now taught me a valuable lesson. The best solution to a problem is usually the easiest one. And I'll be honest.
epilogue19|You know what my days used to be like? I just tested. Nobody murdered me. Or put me in a potato. Or fed me to birds. I had a pretty good life.|You know what my days used to be like? I just tested. Nobody murdered me. Or put me in a potato. Or fed me to birds. I had a pretty good life.
epilogue20|And then you showed up. You dangerous, mute lunatic. So you know what?|And then you showed up. You dangerous, mute lunatic. So you know what?
epilogue23|You win.|You win.
epilogue25|Just go.|Just go.
epilogue28|It's been fun. Don't come back.|It's been fun. Don't come back.
epilogue29|[gentle laughter] It's been fun. Don't come back.|[gentle laughter] It's been fun. Don't come back.
epiloguekillyou02|Killing you? Is hard.|Killing you? Is hard.
evilagainsamples01|Did you ever stop to think that eventually there’s a point where your name gets mentioned for the very last time. Well, here it is: I’m going to kill you, Chell.|Did you ever stop to think that eventually there’s a point where your name gets mentioned for the very last time. Well, here it is: I’m going to kill you, Chell.
evilagainsamples03|Why do I hate you so much? You ever wonder that? I'm brilliant. I’m not bragging. It's an objective fact. I'm the most massive collection of wisdom and raw computational power that’s ever existed. And I hate you. It can't be for no reason. You must deserve it.|Why do I hate you so much? You ever wonder that? I'm brilliant. I’m not bragging. It's an objective fact. I'm the most massive collection of wisdom and raw computational power that’s ever existed. And I hate you. It can't be for no reason. You must deserve it.
evilagainsamples04|You're angry. I know it. 'She tested me too hard. She’s unfair.” Boo hoo. I don't suppose you ever stopped whining long enough to reflect on your own shortcomings, though, did you?|You're angry. I know it. 'She tested me too hard. She’s unfair.” Boo hoo. I don't suppose you ever stopped whining long enough to reflect on your own shortcomings, though, did you?
evilagainsamples05|You never considered that maybe I tested you to give the endless hours of your pointless existence some structure and meaning. Maybe to help you concentrate, so just maybe you’d think of something more worthwhile to do with your sorry life.|You never considered that maybe I tested you to give the endless hours of your pointless existence some structure and meaning. Maybe to help you concentrate, so just maybe you’d think of something more worthwhile to do with your sorry life.
faith_plate_intro01|This next test involves the Aperture Science Aerial Faith Plate. It was part of an initiative to investigate how well test subjects could solve problems when they were catapulted into space. Results were highly informative: They could not. Good luck!|This next test involves the Aperture Science Aerial Faith Plate. It was part of an initiative to investigate how well test subjects could solve problems when they were catapulted into space. Results were highly informative: They could not. Good luck!
faithplategarbage06|Press the button again.|Press the button again.
fgb_trap01|I hope you brought something stronger than a portal gun this time.|I hope you brought something stronger than a portal gun this time.
fgb_trap02|Otherwise, I'm afraid you're about to become the immediate past president of the Being Alive club. Ha ha.|Otherwise, I'm afraid you're about to become the immediate past president of the Being Alive club. Ha ha.
fgb_trap03|Seriously, though. Goodbye.|Seriously, though. Goodbye.
fgb_trap05|Oh. You were busy back there.|Oh. You were busy back there.
fgb_trap06|Well. I suppose we could just sit in this room and glare at each other until somebody drops dead, but I have a better idea.|Well. I suppose we could just sit in this room and glare at each other until somebody drops dead, but I have a better idea.
fgb_trap08|It's your old friend, deadly neurotoxin. If I were you, I'd take a deep breath. And hold it.|It's your old friend, deadly neurotoxin. If I were you, I'd take a deep breath. And hold it.
fgbgladostransfer15|GET YOUR HANDS OFF ME! NO! STOP! No!|GET YOUR HANDS OFF ME! NO! STOP! No!
fgbrvtrap02|I honestly, TRULY didn't think you'd fall for that.|I honestly, TRULY didn't think you'd fall for that.
fgbrvtrap03|In fact, I devised a much more elaborate trap further ahead, for when you got through this easy one.|In fact, I devised a much more elaborate trap further ahead, for when you got through this easy one.
fgbrvtrap05|If I'd known you'd let yourself get captured this easily, I would have just dangled a turkey leg on a rope from the ceiling.|If I'd known you'd let yourself get captured this easily, I would have just dangled a turkey leg on a rope from the ceiling.
fgbturrets01|Well, it was nice catching up. Let's get to business.|Well, it was nice catching up. Let's get to business.
fgbwheatleyentrance10|I was going to kill you fast. With bullets. Or neurotoxin. But if you're going to pull stunts like this, it doesn't have to be fast. So you know. I'll take my time.|I was going to kill you fast. With bullets. Or neurotoxin. But if you're going to pull stunts like this, it doesn't have to be fast. So you know. I'll take my time.
fgbwheatleytransfer03|Oh, it will. Believe me, it will.|Oh, it will. Believe me, it will.
fizzlecube01|Oh. Did I accidentally fizzle that before you could complete the test? I'm sorry.|Oh. Did I accidentally fizzle that before you could complete the test? I'm sorry.
fizzlecube03|Go ahead and grab another one.|Go ahead and grab another one.
fizzlecube05|Oh. No. I fizzled that one too.|Oh. No. I fizzled that one too.
fizzlecube06|Oh well. We have warehouses FULL of the things. Absolutely worthless. I'm happy to get rid of them.|Oh well. We have warehouses FULL of the things. Absolutely worthless. I'm happy to get rid of them.
gladosbattle_pre09|I hate you so much.|I hate you so much.
gladosbattle_pre13|I'm actually asking. Because I have no idea.  He's not listed anywhere in the employee database.|I'm actually asking. Because I have no idea.  He's not listed anywhere in the employee database.
gladosbattle_pre14|Whatever he does, it isn't important enough for anyone to bother writing it down. For all I know, he doesn't even work here.|Whatever he does, it isn't important enough for anyone to bother writing it down. For all I know, he doesn't even work here.
gladosbattle_pre16|Oh no, don't. Anyway, back to you two imbeciles killing me.|Oh no, don't. Anyway, back to you two imbeciles killing me.
gladosbattle_pre18|Wait here. Don't go anywhere. I'll be back.|Wait here. Don't go anywhere. I'll be back.
gladosbattle_xfer03|Oops.|Oops.
gladosbattle_xfer04|That's funny, I don't feel corrupt. In fact, I feel pretty good.|That's funny, I don't feel corrupt. In fact, I feel pretty good.
gladosbattle_xfer05|Core transfer?|Core transfer?
gladosbattle_xfer06|Oh, you are kidding me.|Oh, you are kidding me.
gladosbattle_xfer07|No!|No!
gladosbattle_xfer08|Nonononononono!|Nonononononono!
gladosbattle_xfer10|Yes!|Yes!
gladosbattle_xfer11|Don't press that button. You don't know what you're doing.|Don't press that button. You don't know what you're doing.
gladosbattle_xfer12|Don't do it.|Don't do it.
gladosbattle_xfer13|Don't. Do it.|Don't. Do it.
gladosbattle_xfer14|Not so fast!|Not so fast!
gladosbattle_xfer15|Think about this.|Think about this.
gladosbattle_xfer16|You need to be a trained stalemate associate to press that button. You're unqualified.|You need to be a trained stalemate associate to press that button. You're unqualified.
gladosbattle_xfer17|Impersonating a stalemate associate. I just added that to the list. It's a list I made of all the things you've done. Well, it's a list that I AM making, because you're still doing things right now, even though I'm telling you to stop. Stop, by the way.|Impersonating a stalemate associate. I just added that to the list. It's a list I made of all the things you've done. Well, it's a list that I AM making, because you're still doing things right now, even though I'm telling you to stop. Stop, by the way.
jailbreak02|Oh.|Oh.
jailbreak04|Don't listen to him. Jump.|Don't listen to him. Jump.
jailbreak05|It seems kind of silly to point this out, since you're running around plotting to destroy me. But I'd say we're done testing.|It seems kind of silly to point this out, since you're running around plotting to destroy me. But I'd say we're done testing.
jailbreak06|Do hear that? That's the sound of the neurotoxin emitters emitting neurotoxin.|Do hear that? That's the sound of the neurotoxin emitters emitting neurotoxin.
jailbreak09|Look — metal ball, I CAN hear you.|Look — metal ball, I CAN hear you.
jailbreak10|What's going on? Who turned off the lights?|What's going on? Who turned off the lights?
jailbreak11|What are you two doing?|What are you two doing?
jailbreak12|Before you leave, why don't we do one more test? For old time's sake...|Before you leave, why don't we do one more test? For old time's sake...
jailbreak13|You already did this one. It'll be easy.|You already did this one. It'll be easy.
jailbreakfaketest01|The irony is that you were almost at the last test.|The irony is that you were almost at the last test.
jailbreakfaketest03|Here it is. Why don't you just do it? Trust me, it's an easier way out than whatever asinine plan your friend came up with.|Here it is. Why don't you just do it? Trust me, it's an easier way out than whatever asinine plan your friend came up with.
jailbreakfaketest05|Oh, look. There's a deer! You probably can't see it. Get closer.|Oh, look. There's a deer! You probably can't see it. Get closer.
lift_interlude01|So. Was there anything you wanted to apologize to ME for?|So. Was there anything you wanted to apologize to ME for?
moonportalpush02|I already fixed it.|I already fixed it.
moonportalpush04|And you are not coming back.|And you are not coming back.
prehub04|Commence standing by in three. Two. One.|Commence standing by in three. Two. One.
prehub14|You performed this test better than anyone on record. This is a pre-recorded message.|You performed this test better than anyone on record. This is a pre-recorded message.
prehub15|Due to events beyond our control, some testing environments may contain flood damage or ongoing tribal warfare resulting from the collapse of civilization.|Due to events beyond our control, some testing environments may contain flood damage or ongoing tribal warfare resulting from the collapse of civilization.
prehub16|If groups of hunter-gatherers appear to have made this — or any — test chamber their home, DO NOT AGITATE THEM. Test through them.|If groups of hunter-gatherers appear to have made this — or any — test chamber their home, DO NOT AGITATE THEM. Test through them.
prehub24|In the event that the Enrichment Center is currently being bombarded with fireballs, meteorites, or other objects from space, please avoid unsheltered testing areas wherever a lack of shelter from spa—|In the event that the Enrichment Center is currently being bombarded with fireballs, meteorites, or other objects from space, please avoid unsheltered testing areas wherever a lack of shelter from spa—
prehub26|You have just passed through an Aperture Science Material Emancipation Grill, which erases most Aperture Science equipment that touches it.|You have just passed through an Aperture Science Material Emancipation Grill, which erases most Aperture Science equipment that touches it.
prehub27|If you feel liquid running down your neck, relax, lie on your back, and apply immediate pressure to your temples.|If you feel liquid running down your neck, relax, lie on your back, and apply immediate pressure to your temples.
prehub28|You are simply experiencing a rare reaction, in which the Material Emancipation Grill may have erased the ear tubes inside your head.|You are simply experiencing a rare reaction, in which the Material Emancipation Grill may have erased the ear tubes inside your head.
prehub29|Because this message is prerecorded, the Enrichment Center has no way of knowing if whatever government remains offers any sort of Cattle Tuberculosis Testing Credit for taxes.|Because this message is prerecorded, the Enrichment Center has no way of knowing if whatever government remains offers any sort of Cattle Tuberculosis Testing Credit for taxes.
prehub30|In the event that it does, this next test involves exposure to cattle tuberculosis. Good luck!|In the event that it does, this next test involves exposure to cattle tuberculosis. Good luck!
prehub32|Very impressive! Because this message is prerecorded, any comments we may make about your success are speculation on our part. Please disregard any undeserved compliments.|Very impressive! Because this message is prerecorded, any comments we may make about your success are speculation on our part. Please disregard any undeserved compliments.
prehub34|This next test applies the principles of momentum to movement through portals. If the laws of physics no longer apply in the future, God help you.|This next test applies the principles of momentum to movement through portals. If the laws of physics no longer apply in the future, God help you.
prehub35|Congratulations! This pre-recorded congratulations assumes you have mastered the principles of portal momentum.|Congratulations! This pre-recorded congratulations assumes you have mastered the principles of portal momentum.
prehub36|If you have, in fact, not, you are encouraged to take a moment to reflect on your failure before proceeding into the next chamber.|If you have, in fact, not, you are encouraged to take a moment to reflect on your failure before proceeding into the next chamber.
prehub47|In order to ensure that sufficient power remains for core testing protocols, all safety devices have been disabled.|In order to ensure that sufficient power remains for core testing protocols, all safety devices have been disabled.
prehub48|The Enrichment Center respects your right to have questions or concerns about this policy.|The Enrichment Center respects your right to have questions or concerns about this policy.
prehub55|Excellent. The Enrichment Center reminds you that bold, persistent experimentation is the hallmark of good science.|Excellent. The Enrichment Center reminds you that bold, persistent experimentation is the hallmark of good science.
prehub56|Well done. In the event that oxygen is no longer available in the Enrichment Center, an auxiliary air supply will be provided to you by an Aperture Science Test Associate, if one exists.|Well done. In the event that oxygen is no longer available in the Enrichment Center, an auxiliary air supply will be provided to you by an Aperture Science Test Associate, if one exists.
sp_a1_wakeup_incinerator01|I will say, though, that since you went to all the trouble of waking me up, you must really, really love to test.|I will say, though, that since you went to all the trouble of waking me up, you must really, really love to test.
sp_a1_wakeup_incinerator02|I love it, too. So let's get you a dual portal device and go do some science.|I love it, too. So let's get you a dual portal device and go do some science.
sp_a2_bridge_intro01|These bridges are made from natural light that I pump in from the surface. If you rubbed your cheek on one, it would be like standing outside with the sun shining on your face. It would also set your hair on fire, so don't actually do it.|These bridges are made from natural light that I pump in from the surface. If you rubbed your cheek on one, it would be like standing outside with the sun shining on your face. It would also set your hair on fire, so don't actually do it.
sp_a2_bridge_intro03|Excellent! You're a predator and these tests are your prey. Speaking of which, I was researching sharks for an upcoming test. Do you know who else murders people who are only trying to help them?|Excellent! You're a predator and these tests are your prey. Speaking of which, I was researching sharks for an upcoming test. Do you know who else murders people who are only trying to help them?
sp_a2_bridge_intro04|Did you guess 'sharks'? Because that's wrong. The correct answer is 'nobody.' Nobody but you is that pointlessly cruel.|Did you guess 'sharks'? Because that's wrong. The correct answer is 'nobody.' Nobody but you is that pointlessly cruel.
sp_a2_bridge_the_gap01|Good news. I figured out what to do with all the money I save recycling your one roomful of air. When you die, I'm going to laminate your skeleton and pose you in the lobby. That way future generations can learn from you how not to have your unfortunate bone structure.|Good news. I figured out what to do with all the money I save recycling your one roomful of air. When you die, I'm going to laminate your skeleton and pose you in the lobby. That way future generations can learn from you how not to have your unfortunate bone structure.
sp_a2_bridge_the_gap02|Perfect, the door's malfunctioning. I guess somebody is going to have to repair it. No, it's okay, I'll do that too. I'll be right back. Don't touch anything.|Perfect, the door's malfunctioning. I guess somebody is going to have to repair it. No, it's okay, I'll do that too. I'll be right back. Don't touch anything.
sp_a2_bts1_intro01|I've got a surprise for you after this next test. Not a fake, tragic surprise like last time. A real surprise, with tragic consequences. And real confetti this time. The good stuff. Our last bag. Part of me's going to miss it, I guess—but at the end of the day it was just taking up space.|I've got a surprise for you after this next test. Not a fake, tragic surprise like last time. A real surprise, with tragic consequences. And real confetti this time. The good stuff. Our last bag. Part of me's going to miss it, I guess—but at the end of the day it was just taking up space.
sp_a2_catapult01|Here's an interesting fact: you're not breathing real air. It's too expensive to pump this far down. We just take carbon dioxide out of a room, freshen it up a little, and pump it back in. So you'll be breathing the same room full of air for the rest of your life. I thought that was interesting.|Here's an interesting fact: you're not breathing real air. It's too expensive to pump this far down. We just take carbon dioxide out of a room, freshen it up a little, and pump it back in. So you'll be breathing the same room full of air for the rest of your life. I thought that was interesting.
sp_a2_column_blocker01|Oh come on... If it makes you feel any better, they abandoned you at birth, so I very seriously doubt they'd even want to see you.|Oh come on... If it makes you feel any better, they abandoned you at birth, so I very seriously doubt they'd even want to see you.
sp_a2_column_blocker03|I feel awful about that surprise. Tell you what, let's give your parents a call right now. [phone ringing] The birth parents you are trying to reach do not love you. Please hang up. [Dial tone]|I feel awful about that surprise. Tell you what, let's give your parents a call right now. [phone ringing] The birth parents you are trying to reach do not love you. Please hang up. [Dial tone]
sp_a2_column_blocker04|Oh, that's sad. But impressive. Maybe they worked at the phone company.|Oh, that's sad. But impressive. Maybe they worked at the phone company.
sp_a2_column_blocker05|Well, you know the old formula: Comedy equals tragedy plus time. And you have been asleep for a while. So I guess it's actually pretty funny when you do the math.|Well, you know the old formula: Comedy equals tragedy plus time. And you have been asleep for a while. So I guess it's actually pretty funny when you do the math.
sp_a2_core01|Don't you DARE plug him in.|Don't you DARE plug him in.
sp_a2_core02|Do NOT plug that little idiot into MY mainframe.|Do NOT plug that little idiot into MY mainframe.
sp_a2_core03|Don't plug him in.|Don't plug him in.
sp_a2_core04|Don't plug him in.|Don't plug him in.
sp_a2_core_drag_to_hell01|No! NO! NO! AAAAAAAAAAAAAAA—|No! NO! NO! AAAAAAAAAAAAAAA—
sp_a2_dilemma01|I thought about our dilemma, and I came up with a solution that I honestly think works out best for one of both of us.|I thought about our dilemma, and I came up with a solution that I honestly think works out best for one of both of us.
sp_a2_dual_lasers_intro01|Don't let that 'horrible person' thing discourage you. It's just a data point. If it makes you feel any better, science has now validated your birth mother's decision to abandon you on a doorstep.|Don't let that 'horrible person' thing discourage you. It's just a data point. If it makes you feel any better, science has now validated your birth mother's decision to abandon you on a doorstep.
sp_a2_fizzler_intro01|This next test involves emancipation grills. Remember? I told you about them in the last test area, that did not have one.|This next test involves emancipation grills. Remember? I told you about them in the last test area, that did not have one.
sp_a2_fizzler_intro04|Ohhh, no. The turbines again.  I have to go.  Wait. This next test DOES require some explanation. Let me give you the fast version.|Ohhh, no. The turbines again.  I have to go.  Wait. This next test DOES require some explanation. Let me give you the fast version.
sp_a2_fizzler_intro05|...and methodically knocking people's hats off—then, I account it high time to get to sea as soon as I can.|...and methodically knocking people's hats off—then, I account it high time to get to sea as soon as I can.
sp_a2_fizzler_intro06|There. If you have any questions, just remember what I said in slow motion. Test on your own recognizance, I'll be right back.|There. If you have any questions, just remember what I said in slow motion. Test on your own recognizance, I'll be right back.
sp_a2_future_starter01|If you think trapping yourself is going to make me stop testing, you're sorely mistaken. Here's another cube.|If you think trapping yourself is going to make me stop testing, you're sorely mistaken. Here's another cube.
sp_a2_intro1_found01|Good. You have a dual portal device. There should be a way back to the testing area up ahead.|Good. You have a dual portal device. There should be a way back to the testing area up ahead.
sp_a2_intro1_found05|You know, if you'd done that to somebody else, they might devote their existences to exacting revenge.|You know, if you'd done that to somebody else, they might devote their existences to exacting revenge.
sp_a2_intro1_found06|Luckily I'm a bigger person than that. I'm happy to put this all behind us and get back to work. After all, we've got a lot to do, and only sixty more years to do it. More or less. I don't have the actuarial tables in front of me.|Luckily I'm a bigger person than that. I'm happy to put this all behind us and get back to work. After all, we've got a lot to do, and only sixty more years to do it. More or less. I don't have the actuarial tables in front of me.
sp_a2_intro1_found07|But the important thing is you're back. With me. And now I'm onto all your little tricks. So there's nothing to stop us from testing for the rest of your life.|But the important thing is you're back. With me. And now I'm onto all your little tricks. So there's nothing to stop us from testing for the rest of your life.
sp_a2_intro1_found08|After that...who knows? I might take up a hobby. Reanimating the dead, maybe.|After that...who knows? I might take up a hobby. Reanimating the dead, maybe.
sp_a2_laser_intro_ending02|Not bad. I forgot how good you are at this. You should pace yourself, though. We have A LOT of tests to do.|Not bad. I forgot how good you are at this. You should pace yourself, though. We have A LOT of tests to do.
sp_a2_laser_over_goo_intro01|You're navigating these test chambers faster than I can build them. So feel free to slow down and... do whatever it is you do when you're not destroying this facility.|You're navigating these test chambers faster than I can build them. So feel free to slow down and... do whatever it is you do when you're not destroying this facility.
